Visit_ID,Flower_ID,Visitor_Group,Hidden_Flower_Context,Hidden_Visit_Mode,Hidden_Visit_Mode_Label,Dwell_Time_s,Entry_Depth,Contact_Fit,Landing_Distance_From_Contact_Zone,Contact_Zone_Closeness,Recurrence_Score,Landing_X,Landing_Y,Capsule_Probability_Synthetic,Capsule_Outcome,Flower_Visitor
876,80,Hoverfly,mixed,shallow_entry,shallow entry visit,2.745,0.228,0.607,0.281,0.625,0.73,-0.101,-0.002,0.353,No capsule,Flower 80 :: Hoverfly
877,68,Ant,high_contact,brief_visit,brief visit,2.263,0.117,0.0,0.049,0.934,0.777,-0.371,-0.214,0.799,Capsule formed,Flower 68 :: Ant
878,80,Ant,mixed,surface_wander,surface wandering visit,6.988,0.166,0.137,0.482,0.357,0.619,-0.166,0.418,0.353,No capsule,Flower 80 :: Ant
879,25,Small native bee,mixed,shallow_entry,shallow entry visit,6.645,0.333,0.471,0.346,0.539,0.565,0.533,0.237,0.448,Capsule formed,Flower 25 :: Small native bee
880,45,Small native bee,mixed,shallow_entry,shallow entry visit,3.113,0.584,0.291,0.208,0.723,0.616,0.322,-0.228,0.422,No capsule,Flower 45 :: Small native bee
881,54,Ant,surface_heavy,surface_wander,surface wandering visit,10.135,0.469,0.242,0.455,0.393,0.414,-0.314,-0.473,0.1,No capsule,Flower 54 :: Ant
882,45,Moth,mixed,brief_visit,brief visit,3.389,0.106,0.15,0.561,0.253,0.507,0.46,0.074,0.422,No capsule,Flower 45 :: Moth
883,80,Bumblebee,mixed,shallow_entry,shallow entry visit,7.329,0.602,0.203,0.17,0.773,0.702,-0.377,0.069,0.353,No capsule,Flower 80 :: Bumblebee
884,81,Hoverfly,high_contact,deep_contact,deep contact visit,9.544,0.798,0.826,0.052,0.93,0.741,-0.004,0.055,0.856,Capsule formed,Flower 81 :: Hoverfly
885,8,Ant,high_contact,shallow_entry,shallow entry visit,4.662,0.349,0.198,0.097,0.87,0.529,0.133,0.174,0.701,Capsule formed,Flower 8 :: Ant
886,80,Ant,mixed,shallow_entry,shallow entry visit,5.224,0.549,0.362,0.265,0.647,0.796,0.182,-0.157,0.353,No capsule,Flower 80 :: Ant
887,81,Small native bee,high_contact,shallow_entry,shallow entry visit,6.628,0.256,0.443,0.257,0.657,0.614,0.25,0.066,0.856,Capsule formed,Flower 81 :: Small native bee
888,53,Bumblebee,high_contact,deep_contact,deep contact visit,9.027,0.584,0.855,0.045,0.94,0.732,-0.157,0.022,0.9,Capsule formed,Flower 53 :: Bumblebee
889,56,Hoverfly,high_contact,deep_contact,deep contact visit,10.63,0.837,0.902,0.142,0.81,0.807,-0.053,0.039,0.75,No capsule,Flower 56 :: Hoverfly
890,80,Beetle,mixed,deep_contact,deep contact visit,10.99,0.832,0.789,0.012,0.984,0.522,0.107,-0.081,0.353,No capsule,Flower 80 :: Beetle
891,62,Hoverfly,mixed,deep_contact,deep contact visit,10.925,0.765,0.866,0.104,0.862,0.808,0.004,-0.017,0.488,Capsule formed,Flower 62 :: Hoverfly
892,78,Beetle,brief_heavy,brief_visit,brief visit,1.983,0.348,0.11,0.702,0.064,0.252,0.399,0.364,0.058,No capsule,Flower 78 :: Beetle
893,13,Small native bee,mixed,deep_contact,deep contact visit,9.958,0.81,0.939,0.141,0.812,0.555,0.007,0.098,0.452,No capsule,Flower 13 :: Small native bee
894,78,Small native bee,brief_heavy,deep_contact,deep contact visit,11.67,0.935,0.834,0.145,0.806,0.507,-0.021,0.174,0.058,No capsule,Flower 78 :: Small native bee
895,80,Beetle,mixed,surface_wander,surface wandering visit,9.419,0.104,0.173,0.729,0.028,0.255,-0.79,-0.577,0.353,No capsule,Flower 80 :: Beetle
896,10,Beetle,mixed,surface_wander,surface wandering visit,4.52,0.308,0.417,0.4,0.467,0.351,-0.499,-0.29,0.418,No capsule,Flower 10 :: Beetle
897,89,Bumblebee,mixed,deep_contact,deep contact visit,9.821,0.932,0.632,0.066,0.912,0.696,-0.039,0.158,0.547,No capsule,Flower 89 :: Bumblebee
898,80,Hoverfly,mixed,shallow_entry,shallow entry visit,3.138,0.575,0.439,0.215,0.714,0.679,0.094,0.018,0.353,No capsule,Flower 80 :: Hoverfly
899,13,Hoverfly,mixed,brief_visit,brief visit,0.989,0.098,0.068,0.328,0.563,0.712,0.043,0.631,0.452,No capsule,Flower 13 :: Hoverfly
900,32,Ant,brief_heavy,surface_wander,surface wandering visit,10.039,0.224,0.184,0.609,0.188,0.481,-0.042,-0.745,0.059,No capsule,Flower 32 :: Ant
901,89,Moth,mixed,deep_contact,deep contact visit,11.312,0.827,0.951,0.268,0.643,0.638,-0.031,0.137,0.547,No capsule,Flower 89 :: Moth
902,19,Hoverfly,high_contact,deep_contact,deep contact visit,11.667,0.905,0.747,0.05,0.933,0.846,0.024,0.207,0.866,Capsule formed,Flower 19 :: Hoverfly
903,68,Ant,high_contact,deep_contact,deep contact visit,7.539,0.835,0.781,0.088,0.883,0.724,0.002,0.004,0.799,Capsule formed,Flower 68 :: Ant
904,82,Small native bee,high_contact,brief_visit,brief visit,1.765,0.084,0.025,0.382,0.49,0.348,-0.486,0.11,0.823,Capsule formed,Flower 82 :: Small native bee
905,17,Beetle,high_contact,deep_contact,deep contact visit,11.708,0.757,0.914,0.09,0.88,0.425,0.038,-0.071,0.813,Capsule formed,Flower 17 :: Beetle
906,6,Hoverfly,high_contact,deep_contact,deep contact visit,11.793,0.924,0.796,0.122,0.838,0.791,-0.065,0.115,0.791,Capsule formed,Flower 6 :: Hoverfly
907,11,Ant,brief_heavy,brief_visit,brief visit,1.803,0.165,0.127,0.133,0.823,0.599,-0.289,-0.447,0.135,No capsule,Flower 11 :: Ant
908,23,Hoverfly,mixed,shallow_entry,shallow entry visit,4.744,0.351,0.503,0.006,0.992,0.8,-0.237,-0.275,0.387,No capsule,Flower 23 :: Hoverfly
909,7,Ant,surface_heavy,brief_visit,brief visit,2.43,0.216,0.011,0.454,0.394,0.524,-0.294,-0.024,0.17,No capsule,Flower 7 :: Ant
910,11,Ant,brief_heavy,surface_wander,surface wandering visit,8.188,0.081,0.159,0.632,0.158,0.436,-0.172,-0.262,0.135,No capsule,Flower 11 :: Ant
911,65,Hoverfly,brief_heavy,shallow_entry,shallow entry visit,4.318,0.421,0.384,0.203,0.73,0.879,0.175,-0.089,0.131,No capsule,Flower 65 :: Hoverfly
912,61,Bumblebee,mixed,shallow_entry,shallow entry visit,5.124,0.27,0.47,0.214,0.714,0.584,-0.002,0.513,0.545,Capsule formed,Flower 61 :: Bumblebee
913,6,Beetle,high_contact,deep_contact,deep contact visit,13.395,0.947,0.812,0.16,0.786,0.539,0.003,0.057,0.791,Capsule formed,Flower 6 :: Beetle
914,11,Beetle,brief_heavy,shallow_entry,shallow entry visit,4.482,0.399,0.678,0.298,0.603,0.487,0.197,0.029,0.135,No capsule,Flower 11 :: Beetle
915,54,Bumblebee,surface_heavy,surface_wander,surface wandering visit,8.66,0.098,0.239,0.569,0.242,0.503,0.557,-0.646,0.1,No capsule,Flower 54 :: Bumblebee
916,87,Beetle,mixed,shallow_entry,shallow entry visit,10.323,0.305,0.326,0.268,0.643,0.315,0.259,-0.116,0.497,Capsule formed,Flower 87 :: Beetle
917,68,Ant,high_contact,shallow_entry,shallow entry visit,5.288,0.232,0.617,0.102,0.864,0.546,0.174,-0.126,0.799,Capsule formed,Flower 68 :: Ant
918,89,Small native bee,mixed,shallow_entry,shallow entry visit,5.347,0.395,0.512,0.321,0.572,0.477,0.041,-0.061,0.547,No capsule,Flower 89 :: Small native bee
919,8,Moth,high_contact,deep_contact,deep contact visit,10.206,0.839,0.779,0.019,0.975,0.47,-0.067,0.043,0.701,Capsule formed,Flower 8 :: Moth
920,65,Moth,brief_heavy,brief_visit,brief visit,2.422,0.102,0.088,0.334,0.555,0.519,0.077,-0.116,0.131,No capsule,Flower 65 :: Moth
921,80,Bumblebee,mixed,shallow_entry,shallow entry visit,8.052,0.484,0.308,0.208,0.723,0.537,-0.059,0.063,0.353,No capsule,Flower 80 :: Bumblebee
922,39,Bumblebee,brief_heavy,brief_visit,brief visit,2.882,0.247,0.126,0.552,0.265,0.518,0.587,0.066,0.073,No capsule,Flower 39 :: Bumblebee
923,11,Bumblebee,brief_heavy,brief_visit,brief visit,0.825,0.364,0.145,0.111,0.852,0.47,-0.594,0.155,0.135,No capsule,Flower 11 :: Bumblebee
924,56,Small native bee,high_contact,deep_contact,deep contact visit,10.389,0.819,0.769,0.069,0.908,0.846,0.09,0.056,0.75,No capsule,Flower 56 :: Small native bee
925,27,Bumblebee,surface_heavy,surface_wander,surface wandering visit,6.952,0.208,0.105,0.417,0.444,0.584,-0.559,0.011,0.314,No capsule,Flower 27 :: Bumblebee
926,1,Hoverfly,high_contact,deep_contact,deep contact visit,8.261,0.895,0.843,0.192,0.744,0.886,-0.075,-0.102,0.823,Capsule formed,Flower 1 :: Hoverfly
927,60,Moth,mixed,shallow_entry,shallow entry visit,5.681,0.532,0.383,0.25,0.666,0.457,0.299,0.036,0.481,No capsule,Flower 60 :: Moth
928,6,Hoverfly,high_contact,deep_contact,deep contact visit,10.843,0.614,0.904,0.096,0.873,0.808,-0.016,0.028,0.791,Capsule formed,Flower 6 :: Hoverfly
929,76,Beetle,mixed,surface_wander,surface wandering visit,7.422,0.245,0.192,0.494,0.341,0.344,-0.614,-0.133,0.379,Capsule formed,Flower 76 :: Beetle
930,60,Small native bee,mixed,surface_wander,surface wandering visit,7.45,0.144,0.361,0.56,0.253,0.557,0.462,-0.083,0.481,No capsule,Flower 60 :: Small native bee
931,44,Hoverfly,high_contact,deep_contact,deep contact visit,10.471,0.795,0.929,0.146,0.805,0.668,-0.054,0.038,0.778,Capsule formed,Flower 44 :: Hoverfly
932,73,Bumblebee,mixed,deep_contact,deep contact visit,10.822,0.807,0.901,0.052,0.93,0.689,-0.017,-0.156,0.509,Capsule formed,Flower 73 :: Bumblebee
933,53,Hoverfly,high_contact,deep_contact,deep contact visit,11.812,0.74,0.842,0.025,0.967,0.703,0.077,0.058,0.9,Capsule formed,Flower 53 :: Hoverfly
934,15,Hoverfly,brief_heavy,deep_contact,deep contact visit,10.801,0.916,0.907,0.125,0.833,0.923,-0.013,0.2,0.159,No capsule,Flower 15 :: Hoverfly
935,19,Moth,high_contact,shallow_entry,shallow entry visit,2.991,0.489,0.433,0.388,0.483,0.454,0.11,0.072,0.866,Capsule formed,Flower 19 :: Moth
936,88,Bumblebee,surface_heavy,deep_contact,deep contact visit,11.738,0.807,0.854,0.178,0.763,0.665,-0.022,-0.074,0.146,No capsule,Flower 88 :: Bumblebee
937,37,Bumblebee,brief_heavy,brief_visit,brief visit,1.981,0.276,0.218,0.665,0.114,0.678,0.565,-0.141,0.087,No capsule,Flower 37 :: Bumblebee
938,13,Hoverfly,mixed,brief_visit,brief visit,3.077,0.308,0.316,0.556,0.258,0.687,-0.499,0.031,0.452,No capsule,Flower 13 :: Hoverfly
939,80,Small native bee,mixed,shallow_entry,shallow entry visit,6.549,0.408,0.542,0.03,0.961,0.579,0.316,0.317,0.353,No capsule,Flower 80 :: Small native bee
940,62,Hoverfly,mixed,shallow_entry,shallow entry visit,5.705,0.484,0.42,0.184,0.755,0.668,-0.1,0.075,0.488,Capsule formed,Flower 62 :: Hoverfly
941,1,Beetle,high_contact,deep_contact,deep contact visit,10.625,0.795,0.895,0.133,0.823,0.39,-0.096,0.166,0.823,Capsule formed,Flower 1 :: Beetle
942,80,Bumblebee,mixed,shallow_entry,shallow entry visit,8.615,0.509,0.512,0.518,0.31,0.387,0.016,0.133,0.353,No capsule,Flower 80 :: Bumblebee
943,83,Hoverfly,high_contact,deep_contact,deep contact visit,12.077,0.818,0.823,0.06,0.92,0.822,-0.05,0.166,0.818,No capsule,Flower 83 :: Hoverfly
944,85,Small native bee,high_contact,deep_contact,deep contact visit,8.231,0.84,1.0,0.16,0.787,0.596,0.058,0.145,0.816,Capsule formed,Flower 85 :: Small native bee
945,80,Bumblebee,mixed,shallow_entry,shallow entry visit,5.537,0.423,0.569,0.187,0.751,0.449,0.158,-0.388,0.353,No capsule,Flower 80 :: Bumblebee
946,82,Bumblebee,high_contact,deep_contact,deep contact visit,13.989,0.89,1.0,0.058,0.923,0.732,-0.019,0.166,0.823,Capsule formed,Flower 82 :: Bumblebee
947,52,Bumblebee,high_contact,deep_contact,deep contact visit,14.755,0.887,0.858,0.12,0.84,0.721,0.052,0.061,0.771,Capsule formed,Flower 52 :: Bumblebee
948,68,Ant,high_contact,deep_contact,deep contact visit,13.568,0.741,0.845,0.126,0.832,0.797,-0.14,0.072,0.799,Capsule formed,Flower 68 :: Ant
949,56,Bumblebee,high_contact,brief_visit,brief visit,1.284,0.0,0.225,0.302,0.598,0.349,-0.057,0.363,0.75,No capsule,Flower 56 :: Bumblebee
950,32,Hoverfly,brief_heavy,brief_visit,brief visit,1.965,0.058,0.163,0.391,0.479,0.481,1.017,-0.258,0.059,No capsule,Flower 32 :: Hoverfly
951,54,Beetle,surface_heavy,shallow_entry,shallow entry visit,7.728,0.276,0.448,0.063,0.916,0.49,-0.194,-0.165,0.1,No capsule,Flower 54 :: Beetle
952,10,Small native bee,mixed,deep_contact,deep contact visit,14.99,0.898,0.905,0.022,0.97,0.776,-0.052,0.236,0.418,No capsule,Flower 10 :: Small native bee
953,32,Small native bee,brief_heavy,surface_wander,surface wandering visit,0.3,0.142,0.31,0.737,0.017,0.334,-0.305,-0.936,0.059,No capsule,Flower 32 :: Small native bee
954,48,Beetle,brief_heavy,brief_visit,brief visit,2.787,0.133,0.202,0.372,0.504,0.369,-0.413,0.144,0.059,No capsule,Flower 48 :: Beetle
955,28,Beetle,surface_heavy,surface_wander,surface wandering visit,7.472,0.185,0.135,0.901,0.0,0.339,0.298,0.107,0.18,No capsule,Flower 28 :: Beetle
956,13,Small native bee,mixed,shallow_entry,shallow entry visit,2.416,0.206,0.41,0.248,0.669,0.618,0.104,0.085,0.452,No capsule,Flower 13 :: Small native bee
957,58,Beetle,mixed,surface_wander,surface wandering visit,8.967,0.0,0.235,0.33,0.56,0.274,0.04,-0.134,0.458,No capsule,Flower 58 :: Beetle
958,50,Hoverfly,mixed,shallow_entry,shallow entry visit,2.998,0.217,0.435,0.332,0.558,0.764,0.208,-0.022,0.427,No capsule,Flower 50 :: Hoverfly
959,2,Beetle,surface_heavy,surface_wander,surface wandering visit,4.697,0.084,0.209,0.56,0.253,0.688,-0.61,-0.236,0.136,Capsule formed,Flower 2 :: Beetle
960,48,Moth,brief_heavy,shallow_entry,shallow entry visit,7.221,0.366,0.395,0.223,0.703,0.32,-0.017,-0.089,0.059,No capsule,Flower 48 :: Moth
961,82,Small native bee,high_contact,shallow_entry,shallow entry visit,5.246,0.214,0.49,0.193,0.742,0.635,0.337,-0.054,0.823,Capsule formed,Flower 82 :: Small native bee
962,19,Bumblebee,high_contact,brief_visit,brief visit,1.663,0.124,0.205,0.529,0.294,0.518,-0.595,0.084,0.866,Capsule formed,Flower 19 :: Bumblebee
963,8,Bumblebee,high_contact,deep_contact,deep contact visit,7.833,0.846,0.896,0.125,0.833,0.709,-0.158,0.195,0.701,Capsule formed,Flower 8 :: Bumblebee
964,73,Ant,mixed,surface_wander,surface wandering visit,8.578,0.221,0.151,0.72,0.04,0.355,-0.522,-0.799,0.509,Capsule formed,Flower 73 :: Ant
965,25,Small native bee,mixed,brief_visit,brief visit,2.076,0.116,0.142,0.524,0.301,0.312,-0.206,0.437,0.448,Capsule formed,Flower 25 :: Small native bee
966,19,Bumblebee,high_contact,deep_contact,deep contact visit,12.395,0.79,0.865,0.123,0.835,0.857,0.009,0.076,0.866,Capsule formed,Flower 19 :: Bumblebee
967,9,Hoverfly,high_contact,shallow_entry,shallow entry visit,6.15,0.549,0.467,0.259,0.654,0.575,0.089,0.202,0.819,No capsule,Flower 9 :: Hoverfly
968,29,Bumblebee,surface_heavy,surface_wander,surface wandering visit,6.256,0.182,0.244,0.654,0.129,0.423,-0.697,-0.124,0.141,No capsule,Flower 29 :: Bumblebee
969,4,Small native bee,brief_heavy,surface_wander,surface wandering visit,12.977,0.075,0.257,0.728,0.029,0.571,-0.323,0.171,0.121,No capsule,Flower 4 :: Small native bee
970,34,Hoverfly,mixed,deep_contact,deep contact visit,13.154,0.819,0.893,0.103,0.863,0.814,0.016,0.151,0.44,Capsule formed,Flower 34 :: Hoverfly
971,81,Bumblebee,high_contact,deep_contact,deep contact visit,10.101,0.734,0.788,0.106,0.859,0.692,-0.172,0.045,0.856,Capsule formed,Flower 81 :: Bumblebee
972,17,Bumblebee,high_contact,deep_contact,deep contact visit,13.99,0.904,0.932,0.062,0.917,0.839,0.077,0.302,0.813,Capsule formed,Flower 17 :: Bumblebee
973,25,Hoverfly,mixed,deep_contact,deep contact visit,11.222,0.892,0.935,0.085,0.886,0.781,0.067,0.057,0.448,Capsule formed,Flower 25 :: Hoverfly
974,40,Hoverfly,high_contact,shallow_entry,shallow entry visit,7.651,0.4,0.142,0.254,0.662,0.644,0.077,-0.141,0.832,Capsule formed,Flower 40 :: Hoverfly
975,1,Hoverfly,high_contact,shallow_entry,shallow entry visit,7.901,0.304,0.42,0.375,0.5,0.811,0.243,0.035,0.823,Capsule formed,Flower 1 :: Hoverfly
976,63,Beetle,mixed,surface_wander,surface wandering visit,3.407,0.112,0.27,0.473,0.369,0.514,-0.238,-0.175,0.469,Capsule formed,Flower 63 :: Beetle
977,32,Small native bee,brief_heavy,brief_visit,brief visit,2.574,0.033,0.137,0.602,0.197,0.508,0.528,-0.647,0.059,No capsule,Flower 32 :: Small native bee
978,28,Beetle,surface_heavy,shallow_entry,shallow entry visit,5.352,0.468,0.517,0.18,0.759,0.329,0.134,0.143,0.18,No capsule,Flower 28 :: Beetle
979,67,Small native bee,high_contact,surface_wander,surface wandering visit,9.045,0.159,0.145,0.792,0.0,0.415,-0.305,-0.662,0.825,Capsule formed,Flower 67 :: Small native bee
980,25,Small native bee,mixed,shallow_entry,shallow entry visit,6.779,0.486,0.691,0.188,0.75,0.398,-0.089,-0.147,0.448,Capsule formed,Flower 25 :: Small native bee
981,14,Bumblebee,surface_heavy,surface_wander,surface wandering visit,11.849,0.205,0.414,0.519,0.307,0.344,0.085,-0.733,0.151,No capsule,Flower 14 :: Bumblebee
982,16,Bumblebee,mixed,brief_visit,brief visit,1.757,0.062,0.159,0.641,0.146,0.562,-0.299,-0.529,0.472,No capsule,Flower 16 :: Bumblebee
983,5,Hoverfly,high_contact,shallow_entry,shallow entry visit,6.623,0.324,0.133,0.316,0.578,0.63,0.224,-0.156,0.859,Capsule formed,Flower 5 :: Hoverfly
984,60,Hoverfly,mixed,deep_contact,deep contact visit,13.373,0.851,0.885,0.006,0.992,0.71,-0.206,0.236,0.481,No capsule,Flower 60 :: Hoverfly
985,80,Small native bee,mixed,shallow_entry,shallow entry visit,2.907,0.394,0.653,0.284,0.621,0.504,-0.216,0.228,0.353,No capsule,Flower 80 :: Small native bee
986,1,Small native bee,high_contact,deep_contact,deep contact visit,9.117,0.829,0.875,0.062,0.917,0.702,0.027,0.176,0.823,Capsule formed,Flower 1 :: Small native bee
987,87,Hoverfly,mixed,brief_visit,brief visit,1.223,0.077,0.143,0.042,0.944,0.695,-0.686,-0.022,0.497,Capsule formed,Flower 87 :: Hoverfly
988,80,Hoverfly,mixed,shallow_entry,shallow entry visit,9.847,0.291,0.4,0.19,0.746,0.633,-0.029,0.128,0.353,No capsule,Flower 80 :: Hoverfly
989,65,Hoverfly,brief_heavy,brief_visit,brief visit,1.142,0.143,0.096,0.596,0.205,0.463,-0.483,-0.293,0.131,No capsule,Flower 65 :: Hoverfly
990,42,Hoverfly,surface_heavy,brief_visit,brief visit,2.297,0.172,0.224,0.168,0.776,0.439,0.157,-0.442,0.123,No capsule,Flower 42 :: Hoverfly
991,22,Hoverfly,high_contact,deep_contact,deep contact visit,13.769,0.907,0.874,0.066,0.912,0.809,-0.034,0.062,0.741,Capsule formed,Flower 22 :: Hoverfly
992,59,Bumblebee,brief_heavy,shallow_entry,shallow entry visit,4.43,0.542,0.519,0.354,0.527,0.641,0.286,0.209,0.039,No capsule,Flower 59 :: Bumblebee
993,38,Ant,mixed,surface_wander,surface wandering visit,5.74,0.095,0.195,0.284,0.621,0.669,-0.499,-0.337,0.453,No capsule,Flower 38 :: Ant
994,23,Hoverfly,mixed,deep_contact,deep contact visit,11.659,0.835,0.829,0.047,0.937,0.887,-0.169,0.061,0.387,No capsule,Flower 23 :: Hoverfly
995,68,Bumblebee,high_contact,deep_contact,deep contact visit,10.75,0.832,0.935,0.108,0.856,0.605,-0.024,0.16,0.799,Capsule formed,Flower 68 :: Bumblebee
996,60,Bumblebee,mixed,shallow_entry,shallow entry visit,5.006,0.743,0.366,0.319,0.574,0.543,0.195,0.137,0.481,No capsule,Flower 60 :: Bumblebee
997,25,Small native bee,mixed,brief_visit,brief visit,1.042,0.284,0.116,0.111,0.852,0.712,-0.289,-0.169,0.448,Capsule formed,Flower 25 :: Small native bee
998,46,Moth,brief_heavy,brief_visit,brief visit,0.979,0.017,0.147,0.5,0.334,0.437,-0.173,-0.073,0.1,No capsule,Flower 46 :: Moth
999,89,Hoverfly,mixed,deep_contact,deep contact visit,15.945,0.841,0.794,0.087,0.884,0.774,0.059,0.082,0.547,No capsule,Flower 89 :: Hoverfly
1000,19,Hoverfly,high_contact,shallow_entry,shallow entry visit,8.19,0.43,0.526,0.381,0.491,0.747,-0.047,0.015,0.866,Capsule formed,Flower 19 :: Hoverfly
1001,89,Bumblebee,mixed,surface_wander,surface wandering visit,6.844,0.142,0.188,0.571,0.238,0.68,-0.901,-0.191,0.547,No capsule,Flower 89 :: Bumblebee
1002,22,Hoverfly,high_contact,brief_visit,brief visit,1.357,0.144,0.308,0.642,0.144,0.729,-0.313,-0.389,0.741,Capsule formed,Flower 22 :: Hoverfly
1003,5,Bumblebee,high_contact,deep_contact,deep contact visit,12.99,0.836,0.76,0.114,0.849,0.678,0.068,0.12,0.859,Capsule formed,Flower 5 :: Bumblebee
1004,73,Bumblebee,mixed,shallow_entry,shallow entry visit,4.921,0.356,0.567,0.239,0.681,0.757,0.421,-0.153,0.509,Capsule formed,Flower 73 :: Bumblebee
1005,69,Bumblebee,surface_heavy,surface_wander,surface wandering visit,7.145,0.082,0.141,0.509,0.321,0.696,-0.174,0.172,0.167,Capsule formed,Flower 69 :: Bumblebee
1006,5,Small native bee,high_contact,shallow_entry,shallow entry visit,6.711,0.518,0.55,0.241,0.678,0.578,0.205,-0.089,0.859,Capsule formed,Flower 5 :: Small native bee
1007,46,Bumblebee,brief_heavy,brief_visit,brief visit,2.397,0.306,0.052,0.289,0.615,0.517,0.286,-0.27,0.1,No capsule,Flower 46 :: Bumblebee
1008,17,Ant,high_contact,deep_contact,deep contact visit,11.461,0.788,0.842,0.152,0.797,0.65,-0.056,0.193,0.813,Capsule formed,Flower 17 :: Ant
1009,53,Moth,high_contact,deep_contact,deep contact visit,11.726,0.812,0.918,0.154,0.795,0.627,-0.087,0.197,0.9,Capsule formed,Flower 53 :: Moth
1010,53,Small native bee,high_contact,deep_contact,deep contact visit,13.545,0.883,0.842,0.136,0.819,0.651,-0.032,0.016,0.9,Capsule formed,Flower 53 :: Small native bee
1011,40,Hoverfly,high_contact,deep_contact,deep contact visit,13.579,0.802,0.971,0.013,0.983,0.786,-0.043,-0.008,0.832,Capsule formed,Flower 40 :: Hoverfly
1012,77,Hoverfly,high_contact,deep_contact,deep contact visit,10.137,0.694,0.74,0.06,0.919,0.749,-0.0,-0.124,0.869,Capsule formed,Flower 77 :: Hoverfly
1013,71,Moth,high_contact,shallow_entry,shallow entry visit,7.55,0.615,0.174,0.182,0.758,0.375,0.126,-0.24,0.782,No capsule,Flower 71 :: Moth
1014,15,Moth,brief_heavy,shallow_entry,shallow entry visit,8.567,0.418,0.472,0.187,0.75,0.323,-0.01,0.374,0.159,No capsule,Flower 15 :: Moth
1015,43,Ant,high_contact,deep_contact,deep contact visit,13.714,0.731,0.75,0.059,0.921,0.886,0.191,0.039,0.859,Capsule formed,Flower 43 :: Ant
1016,25,Ant,mixed,surface_wander,surface wandering visit,8.405,0.231,0.291,0.546,0.271,0.637,-0.423,-0.044,0.448,Capsule formed,Flower 25 :: Ant
1017,80,Beetle,mixed,brief_visit,brief visit,1.952,0.259,0.034,0.186,0.752,0.308,-0.52,-0.226,0.353,No capsule,Flower 80 :: Beetle
1018,44,Moth,high_contact,deep_contact,deep contact visit,13.962,0.864,0.823,0.097,0.87,0.598,0.127,0.068,0.778,Capsule formed,Flower 44 :: Moth
